latitude,longitude,altitude,geometry,position,username,commits,stars,languages,city,avatar
41.4433668,-0.8846827,,Point,31,alejandrodob,2019,0,Python,"Madrid, Spain",https://avatars0.githubusercontent.com/u/5711098?v=3&s=64
37.0025184,-3.9883887,,Point,32,pleonex,2010,44,C#,"Granada, Andalucía, Spain",https://avatars2.githubusercontent.com/u/3107481?v=3&s=64
37.8833504,-1.140374,,Point,34,Kikobeats,1953,946,JavaScript,"Murcia, Spain",https://avatars0.githubusercontent.com/u/2096101?v=3&s=64
41.387917,2.1699187,,Point,35,gentlecat,1918,47,Go,Barcelona,https://avatars1.githubusercontent.com/u/460525?v=3&s=64
41.4433668,-0.8846827,,Point,36,teleyinex,1900,41,JavaScript,"Madrid, Spain",https://avatars0.githubusercontent.com/u/131838?v=3&s=64
41.4433668,-0.8846827,,Point,37,juliocamarero,1854,46,JavaScript,Madrid,https://avatars3.githubusercontent.com/u/203395?v=3&s=64
42.8179879,-1.6441835,,Point,38,aitoroses,1844,19,JavaScript,"Pamplona, Spain",https://avatars0.githubusercontent.com/u/1699368?v=3&s=64
43.3208116,-1.9844474,,Point,39,ojoven,1844,12,PHP,Donostia - San Sebastián,https://avatars2.githubusercontent.com/u/772734?v=3&s=64
40.3049763,-3.7326773,,Point,41,acs,1833,10,JavaScript,"Getafe, Madrid, Spain",https://avatars3.githubusercontent.com/u/209533?v=3&s=64
37.0025184,-3.9883887,,Point,42,javacasm,1780,7,Java,"Granada, Jaén (Spain)",https://avatars3.githubusercontent.com/u/3841695?v=3&s=64
41.387917,2.1699187,,Point,43,opalenzuela,1770,67,Shell,Barcelona,https://avatars3.githubusercontent.com/u/4427630?v=3&s=64
41.387917,2.1699187,,Point,44,aleixpol,1761,1,Shell,Barcelona,https://avatars1.githubusercontent.com/u/1282478?v=3&s=64
41.387917,2.1699187,,Point,46,vHanda,1731,2,C++,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/426467?v=3&s=64
41.4433668,-0.8846827,,Point,48,fgalan,1702,3,Shell,"Madrid, Spain",https://avatars0.githubusercontent.com/u/1534240?v=3&s=64
41.387917,2.1699187,,Point,50,jaeandersson,1657,7,C++,"Barcelona, Spain",https://avatars0.githubusercontent.com/u/2487645?v=3&s=64
41.4433668,-0.8846827,,Point,51,rafatower,1639,1,Shell,Madrid,https://avatars2.githubusercontent.com/u/1914276?v=3&s=64
41.4433668,-0.8846827,,Point,52,luisivan,1601,100,JavaScript,"Madrid, Spain",https://avatars3.githubusercontent.com/u/718208?v=3&s=64
39.5452354,-0.3865961,,Point,53,pakozm,1559,140,Lua,"Alfara del Patriarca (Valencia), Spain",https://avatars1.githubusercontent.com/u/2655921?v=3&s=64
37.3892038,-5.9081615,,Point,54,javilonas,1532,36,Shell,"Sevilla, Andalucía,  (España)",https://avatars3.githubusercontent.com/u/2302257?v=3&s=64
41.387917,2.1699187,,Point,56,nilopc,1528,16,PHP,"Barcelona, Catalunya",https://avatars1.githubusercontent.com/u/550948?v=3&s=64
41.4433668,-0.8846827,,Point,57,nhpatt,1522,50,Java,"Madrid, Spain",https://avatars3.githubusercontent.com/u/340653?v=3&s=64
41.4433668,-0.8846827,,Point,58,bameda,1520,42,Python,"Madrid, Jaén, Spain, España",https://avatars2.githubusercontent.com/u/877218?v=3&s=64
41.387917,2.1699187,,Point,60,h0tbird,1504,24,Puppet,Barcelona,https://avatars0.githubusercontent.com/u/417440?v=3&s=64
41.4433668,-0.8846827,,Point,61,andreslucena,1486,1,Ruby,Madrid,https://avatars2.githubusercontent.com/u/717367?v=3&s=64
41.4433668,-0.8846827,,Point,62,ahmad88me,1455,1,Web Ontology Language,"Madrid, Spain",https://avatars0.githubusercontent.com/u/6922709?v=3&s=64
41.4433668,-0.8846827,,Point,63,Endika,1449,3,Python,Madrid,https://avatars3.githubusercontent.com/u/568585?v=3&s=64
41.4433668,-0.8846827,,Point,64,gjulianm,1432,29,C#,"Madrid, Spain",https://avatars2.githubusercontent.com/u/1334568?v=3&s=64
41.4433668,-0.8846827,,Point,65,deivid-rodriguez,1417,696,Ruby,Madrid,https://avatars0.githubusercontent.com/u/2887858?v=3&s=64
41.4433668,-0.8846827,,Point,66,jmnavarro,1410,31,Objective-C,Madrid,https://avatars0.githubusercontent.com/u/219908?v=3&s=64
41.387917,2.1699187,,Point,67,christkv,1404,853,JavaScript,"Barcelona, Spain",https://avatars0.githubusercontent.com/u/5569?v=3&s=64
41.387917,2.1699187,,Point,68,xphere,1393,8,PHP,"Barcelona, Spain",https://avatars0.githubusercontent.com/u/170968?v=3&s=64
37.0025184,-3.9883887,,Point,69,vistiyos,1393,0,PHP,Granada,https://avatars2.githubusercontent.com/u/822629?v=3&s=64
41.4433668,-0.8846827,,Point,70,quintesse,1372,6,Java,"Madrid, Spain",https://avatars3.githubusercontent.com/u/778793?v=3&s=64
41.387917,2.1699187,,Point,71,karasu,1361,9,C,"Barcelona, Catalunya",https://avatars2.githubusercontent.com/u/175797?v=3&s=64
43.2569629,-2.9234409,,Point,72,porduna,1359,3,Python,Bilbao,https://avatars1.githubusercontent.com/u/1900501?v=3&s=64
41.4433668,-0.8846827,,Point,73,delarosatrevin,1347,0,,"Madrid, Spain",https://avatars1.githubusercontent.com/u/8441688?v=3&s=64
41.4433668,-0.8846827,,Point,74,agordillo,1334,1,JavaScript,Madrid,https://avatars3.githubusercontent.com/u/503422?v=3&s=64
41.4433668,-0.8846827,,Point,75,apoloval,1327,7,C++,"Madrid, Spain",https://avatars0.githubusercontent.com/u/738507?v=3&s=64
41.387917,2.1699187,,Point,76,trikitrok,1325,29,Clojure,Barcelona,https://avatars0.githubusercontent.com/u/2502164?v=3&s=64
41.387917,2.1699187,,Point,78,alorma,1298,80,Java,"Barcelona, Spain",https://avatars1.githubusercontent.com/u/887462?v=3&s=64
41.387917,2.1699187,,Point,79,JoanClaret,1296,102,HTML,Barcelona,https://avatars1.githubusercontent.com/u/886033?v=3&s=64
38.1398141,-1.366216,,Point,82,elenatorro,1279,28,JavaScript,Alicante & Murcia (Spain),https://avatars3.githubusercontent.com/u/3824953?v=3&s=64
41.4433668,-0.8846827,,Point,83,aitormagan,1278,0,JavaScript,Madrid,https://avatars3.githubusercontent.com/u/2526562?v=3&s=64
41.5179711,1.7432683,,Point,84,mssola,1270,152,Go,"Piera, Catalunya",https://avatars3.githubusercontent.com/u/767943?v=3&s=64
37.1814192,-5.7815069,,Point,85,josedom24,1263,3,Python,"Utrera, Sevilla, Andalucía, Spain",https://avatars1.githubusercontent.com/u/1698221?v=3&s=64
41.387917,2.1699187,,Point,86,alxndrsn,1263,74,Java,Barcelona,https://avatars2.githubusercontent.com/u/191496?v=3&s=64
41.387917,2.1699187,,Point,87,uesteibar,1256,11,JavaScript,Barcelona,https://avatars3.githubusercontent.com/u/7823996?v=3&s=64
28.1248227,-15.4300065,,Point,88,ancorgs,1247,0,Ruby,Gran Canaria,https://avatars0.githubusercontent.com/u/3638289?v=3&s=64
37.0025184,-3.9883887,,Point,89,iblancasa,1245,40,JavaScript,"Granada, Andalucía, Spain",https://avatars0.githubusercontent.com/u/4806311?v=3&s=64
41.387917,2.1699187,,Point,90,tonipinel,1233,2,Shell,Barcelona,https://avatars0.githubusercontent.com/u/998987?v=3&s=64
37.0025184,-3.9883887,,Point,91,eparejatobes,1233,2,JavaScript,"Granada, Spain",https://avatars3.githubusercontent.com/u/204693?v=3&s=64
42.2313564,-8.7124471,,Point,93,diegopau,1225,5,JavaScript,"Vigo, Spain",https://avatars2.githubusercontent.com/u/315149?v=3&s=64
41.4433668,-0.8846827,,Point,94,kikito,1197,2281,Lua,"Madrid, Spain",https://avatars1.githubusercontent.com/u/63131?v=3&s=64
28.4881163,-16.3147761,,Point,95,crguezl,1195,46,Ruby,La Laguna. Tenerife,https://avatars2.githubusercontent.com/u/1142554?v=3&s=64
41.387917,2.1699187,,Point,96,sertansenturk,1189,3,Python,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/4540641?v=3&s=64
41.387917,2.1699187,,Point,97,blaiprat,1187,79,JavaScript,London & Barcelona,https://avatars2.githubusercontent.com/u/723386?v=3&s=64
41.387917,2.1699187,,Point,99,areski,1183,913,Python,Barcelona,https://avatars1.githubusercontent.com/u/53455?v=3&s=64
41.4433668,-0.8846827,,Point,100,javisantana,1180,127,JavaScript,Madrid - Valladolid,https://avatars1.githubusercontent.com/u/30147?v=3&s=64
42.8804471,-8.5463034,,Point,101,fdansv,1177,19,Java,Madrid / Santiago de Compostela,https://avatars3.githubusercontent.com/u/3707222?v=3&s=64
41.4433668,-0.8846827,,Point,102,dsaenztagarro,1152,2,Ruby,Madrid,https://avatars3.githubusercontent.com/u/1685489?v=3&s=64
43.2569629,-2.9234409,,Point,103,soyjavi,1134,897,CoffeeScript,Bilbao ✈︎ Chiang Mai ✈︎ London,https://avatars0.githubusercontent.com/u/559654?v=3&s=64
41.387917,2.1699187,,Point,104,neo22s,1130,10,PHP,Barcelona,https://avatars1.githubusercontent.com/u/241725?v=3&s=64
28.46981,-16.2548558,,Point,106,Madh93,1123,5,C++,"Tenerife, Spain",https://avatars1.githubusercontent.com/u/5855179?v=3&s=64
28.46981,-16.2548558,,Point,107,Rayco,1122,0,JavaScript,"Canary Islands, Tenerife, Spain",https://avatars2.githubusercontent.com/u/249454?v=3&s=64
43.5452608,-5.6619264,,Point,109,albfan,1121,188,Shell,"Gijón, Spain",https://avatars1.githubusercontent.com/u/220968?v=3&s=64
41.387917,2.1699187,,Point,110,toniher,1120,5,JavaScript,"Barcelona, Catalonia",https://avatars2.githubusercontent.com/u/535539?v=3&s=64
41.4433668,-0.8846827,,Point,111,oesteban,1116,5,Python,Madrid,https://avatars0.githubusercontent.com/u/598470?v=3&s=64
41.387917,2.1699187,,Point,112,k0gaMSX,1114,3,Makefile,Barcelona (Spain),https://avatars3.githubusercontent.com/u/944178?v=3&s=64
41.387917,2.1699187,,Point,113,pditommaso,1103,72,Java,"Barcelona, Spain",https://avatars2.githubusercontent.com/u/816968?v=3&s=64
41.6529434,-4.7283811,,Point,114,alexandernst,1088,59,JavaScript,"Valladolid, Spain",https://avatars2.githubusercontent.com/u/89727?v=3&s=64
41.6562873,-0.8765379,,Point,115,shoghicp,1084,253,PHP,Zaragoza,https://avatars3.githubusercontent.com/u/516482?v=3&s=64
38.34521,-0.4809945,,Point,116,joakin,1083,75,JavaScript,"Alicante, Spain",https://avatars1.githubusercontent.com/u/657839?v=3&s=64
41.4433668,-0.8846827,,Point,117,miguel0afd,1082,24,Java,"Madrid, Spain",https://avatars1.githubusercontent.com/u/6031466?v=3&s=64
37.0025184,-3.9883887,,Point,118,demiurgosoft,1080,12,JavaScript,"Granada,Spain",https://avatars3.githubusercontent.com/u/5960567?v=3&s=64
40.3491158,-3.8288109,,Point,119,piranna,1079,46,JavaScript,"Alcorcón, Madrid, Spain",https://avatars3.githubusercontent.com/u/532414?v=3&s=64
41.387917,2.1699187,,Point,120,dialelo,1072,525,Python,Barcelona,https://avatars0.githubusercontent.com/u/409039?v=3&s=64
36.7196484,-4.4200163,,Point,121,PabloCastellano,1066,52,Python,"Málaga, Spain",https://avatars2.githubusercontent.com/u/73274?v=3&s=64
40.4166909,-3.7003454,,Point,122,MaximeHeckel,1060,51,JavaScript,"Strasbourg, France / Madrid, Spain",https://avatars3.githubusercontent.com/u/2974412?v=3&s=64
41.4433668,-0.8846827,,Point,123,jcaden,1058,4,C,Madrid,https://avatars1.githubusercontent.com/u/440679?v=3&s=64
41.4433668,-0.8846827,,Point,124,epgarcia,1047,7,Java,Madrid,https://avatars0.githubusercontent.com/u/1579803?v=3&s=64
43.2569629,-2.9234409,,Point,126,Razican,1043,11,Java,"Bilbao, Spain",https://avatars0.githubusercontent.com/u/597469?v=3&s=64
41.4433668,-0.8846827,,Point,127,RotaruDan,1037,6,C++,Madrid (Spain),https://avatars3.githubusercontent.com/u/5658058?v=3&s=64
41.4433668,-0.8846827,,Point,128,robertoDiaz,1035,0,JavaScript,Madrid - Gijón,https://avatars3.githubusercontent.com/u/2728470?v=3&s=64
41.4433668,-0.8846827,,Point,129,aarranz,1026,3,JavaScript,"Madrid, Spain",https://avatars3.githubusercontent.com/u/841201?v=3&s=64
43.1782053,-2.3116402,,Point,130,oihane,1022,0,Python,"Azkoitia, Spain",https://avatars1.githubusercontent.com/u/2323616?v=3&s=64
37.3892038,-5.9081615,,Point,133,jsierles,1006,372,Ruby,"Sevilla, Spain",https://avatars1.githubusercontent.com/u/82?v=3&s=64
41.387917,2.1699187,,Point,134,ctubio,988,4,Shell,"Barcelona, Catalonia",https://avatars2.githubusercontent.com/u/1634027?v=3&s=64
41.387917,2.1699187,,Point,135,rogergros,987,0,PHP,"Barcelona, Spain",https://avatars2.githubusercontent.com/u/2053670?v=3&s=64
43.3602994,-5.844781,,Point,136,mifl,986,16,Shell,"Oviedo, Spain",https://avatars3.githubusercontent.com/u/2394944?v=3&s=64
41.387917,2.1699187,,Point,137,sneridagh,974,60,Python,Barcelona,https://avatars0.githubusercontent.com/u/486927?v=3&s=64
39.5760721,-4.9624159,,Point,139,danigb,971,81,JavaScript,"seville, spain",https://avatars2.githubusercontent.com/u/7457?v=3&s=64
42.2940141,-5.5198607,,Point,140,jcagarcia,966,2,CSS,"Valencia, Spain",https://avatars2.githubusercontent.com/u/1403553?v=3&s=64
36.7196484,-4.4200163,,Point,141,aesedepece,963,8,JavaScript,"Málaga, Spain",https://avatars3.githubusercontent.com/u/1316439?v=3&s=64
36.957424,-2.5700746,,Point,142,josejuansanchez,961,63,JavaScript,Almería,https://avatars0.githubusercontent.com/u/888481?v=3&s=64
41.387917,2.1699187,,Point,144,clintongormley,954,95,Perl,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/56599?v=3&s=64
41.387917,2.1699187,,Point,145,dasilvacontin,949,37,JavaScript,"Barcelona, Spain",https://avatars0.githubusercontent.com/u/1260830?v=3&s=64
41.4433668,-0.8846827,,Point,148,matallo,945,7,JavaScript,"Madrid, ES",https://avatars3.githubusercontent.com/u/36676?v=3&s=64
41.4433668,-0.8846827,,Point,149,jespino,943,174,Python,"Madrid, Spain",https://avatars1.githubusercontent.com/u/290303?v=3&s=64
41.387917,2.1699187,,Point,150,danielguillan,942,670,CSS,Barcelona,https://avatars0.githubusercontent.com/u/175638?v=3&s=64
41.6562873,-0.8765379,,Point,151,lmorillas,940,8,Python,"Zaragoza, Spain",https://avatars0.githubusercontent.com/u/778855?v=3&s=64
41.9817957,2.8236999,,Point,152,ecarreras,937,39,Python,Girona,https://avatars0.githubusercontent.com/u/294235?v=3&s=64
41.6562873,-0.8765379,,Point,153,acelaya,934,86,PHP,Zaragoza,https://avatars2.githubusercontent.com/u/2719332?v=3&s=64
43.1841801,-2.4732889,,Point,154,erral,933,17,Python,"Eibar, Gipuzkoa, Basque Country",https://avatars1.githubusercontent.com/u/817365?v=3&s=64
41.6529434,-4.7283811,,Point,155,joaquinferrero,927,1,Perl,"Valladolid, Spain",https://avatars1.githubusercontent.com/u/250681?v=3&s=64
42.8179879,-1.6441835,,Point,156,amatriain,922,56,Ruby,Pamplona,https://avatars3.githubusercontent.com/u/1439986?v=3&s=64
41.4433668,-0.8846827,,Point,157,mcuadros,921,1104,Go,"Madrid, Spain",https://avatars3.githubusercontent.com/u/1573114?v=3&s=64
37.0025184,-3.9883887,,Point,158,fdavidcl,911,32,Makefile,"Granada, Spain",https://avatars3.githubusercontent.com/u/909629?v=3&s=64
37.675267,-1.6975995,,Point,159,e0ipso,910,100,PHP,"Ca'n Picafort, Mallorca, Spain",https://avatars1.githubusercontent.com/u/1140906?v=3&s=64
37.0025184,-3.9883887,,Point,160,M42,906,32,Shell,"Granada, Spain",https://avatars1.githubusercontent.com/u/5337877?v=3&s=64
41.4433668,-0.8846827,,Point,161,mancas,906,0,JavaScript,Madrid,https://avatars1.githubusercontent.com/u/2591048?v=3&s=64
41.4433668,-0.8846827,,Point,162,mdelapenya,902,17,Java,"Madrid, Toledo (Spain)",https://avatars0.githubusercontent.com/u/951580?v=3&s=64
41.4433668,-0.8846827,,Point,163,est77,896,16,C++,Madrid,https://avatars3.githubusercontent.com/u/409013?v=3&s=64
40.4166909,-3.7003454,,Point,164,ibc,895,147,JavaScript,Bilbao & Madrid,https://avatars3.githubusercontent.com/u/16191?v=3&s=64
41.387917,2.1699187,,Point,165,alvaroabascar,895,5,Python,Barcelona,https://avatars0.githubusercontent.com/u/7307772?v=3&s=64
41.4433668,-0.8846827,,Point,166,juanfran,892,109,JavaScript,Madrid,https://avatars3.githubusercontent.com/u/905195?v=3&s=64
43.2569629,-2.9234409,,Point,167,gorkalaucirica,887,68,PHP,Bilbao,https://avatars2.githubusercontent.com/u/1749891?v=3&s=64
36.7196484,-4.4200163,,Point,168,aplanas,886,3,Shell,"Málaga, Spain",https://avatars0.githubusercontent.com/u/645701?v=3&s=64
36.5296879,-6.2926569,,Point,169,Foxandxss,880,1005,JavaScript,"Cádiz, Spain",https://avatars0.githubusercontent.com/u/1087957?v=3&s=64
41.4433668,-0.8846827,,Point,171,izaera,867,30,CSS,"Madrid, Spain",https://avatars0.githubusercontent.com/u/3273630?v=3&s=64
41.4433668,-0.8846827,,Point,172,fermayo,864,5,Shell,"Madrid, Spain",https://avatars2.githubusercontent.com/u/3635457?v=3&s=64
41.4433668,-0.8846827,,Point,173,jkappler,864,0,HTML,"Madrid, Spain",https://avatars1.githubusercontent.com/u/4267448?v=3&s=64
41.4433668,-0.8846827,,Point,174,tifayuki,861,13,Shell,Madrid,https://avatars0.githubusercontent.com/u/5781551?v=3&s=64
41.4433668,-0.8846827,,Point,175,vegaro,860,3,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/664544?v=3&s=64
41.4433668,-0.8846827,,Point,176,Kartones,860,4,Ruby,"Madrid, Spain",https://avatars2.githubusercontent.com/u/2085449?v=3&s=64
36.7196484,-4.4200163,,Point,177,andresgnlez,858,0,JavaScript,Madrid / Málaga,https://avatars3.githubusercontent.com/u/999124?v=3&s=64
37.0025184,-3.9883887,,Point,178,laughedelic,857,114,Scala,"Spain, Granada",https://avatars1.githubusercontent.com/u/766656?v=3&s=64
41.387917,2.1699187,,Point,180,ferranvila,857,0,HTML,Barcelona,https://avatars1.githubusercontent.com/u/8384895?v=3&s=64
41.387917,2.1699187,,Point,182,ichinaski,854,49,Go,Barcelona,https://avatars1.githubusercontent.com/u/1754343?v=3&s=64
38.34521,-0.4809945,,Point,185,lronaldo,839,25,Makefile,Alicante,https://avatars2.githubusercontent.com/u/1193368?v=3&s=64
41.4433668,-0.8846827,,Point,186,ebarra,837,3,JavaScript,Madrid,https://avatars0.githubusercontent.com/u/52309?v=3&s=64
42.5816617,0.3371799,,Point,187,tombatossals,833,184,JavaScript,Castelló de la Plana,https://avatars1.githubusercontent.com/u/124169?v=3&s=64
41.4433668,-0.8846827,,Point,188,monday8am,831,32,C#,Madrid,https://avatars3.githubusercontent.com/u/1842773?v=3&s=64
41.4433668,-0.8846827,,Point,189,alexrchies,828,2,JavaScript,Madrid,https://avatars2.githubusercontent.com/u/5259513?v=3&s=64
41.4433668,-0.8846827,,Point,190,migue,820,62,Java,Madrid,https://avatars3.githubusercontent.com/u/135139?v=3&s=64
41.4433668,-0.8846827,,Point,191,anserran,817,5,Java,"Madrid, Spain",https://avatars2.githubusercontent.com/u/1515738?v=3&s=64
41.4433668,-0.8846827,,Point,192,rafinskipg,810,80,JavaScript,Madrid,https://avatars2.githubusercontent.com/u/1152768?v=3&s=64
37.0025184,-3.9883887,,Point,194,pablopareja,806,47,Java,"Granada, Spain",https://avatars2.githubusercontent.com/u/545342?v=3&s=64
37.0025184,-3.9883887,,Point,195,yosymfony,799,60,PHP,"Granada, Spain",https://avatars2.githubusercontent.com/u/3321099?v=3&s=64
40.4166909,-3.7003454,,Point,197,camposer,788,17,Java,Madrid/España,https://avatars3.githubusercontent.com/u/313803?v=3&s=64
41.387917,2.1699187,,Point,198,xispa,782,0,CSS,Barcelona,https://avatars0.githubusercontent.com/u/832627?v=3&s=64
41.387917,2.1699187,,Point,201,msune,775,5,Shell,Barcelona / US,https://avatars2.githubusercontent.com/u/1881210?v=3&s=64
41.4433668,-0.8846827,,Point,202,ferjm,774,44,JavaScript,Madrid,https://avatars0.githubusercontent.com/u/480202?v=3&s=64
41.4433668,-0.8846827,,Point,203,eferro,768,8,Python,Madrid,https://avatars0.githubusercontent.com/u/141224?v=3&s=64
41.387917,2.1699187,,Point,204,mayhem,768,27,Python,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/49745?v=3&s=64
41.387917,2.1699187,,Point,205,sephirot47,764,30,C++,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/8834560?v=3&s=64
41.387917,2.1699187,,Point,207,xexiu,762,2,JavaScript,Barcelona,https://avatars3.githubusercontent.com/u/7423607?v=3&s=64
36.7419619,-5.1664119,,Point,208,JaimeMartin,761,0,,"Ronda del Poniente 16 BJ-K, 28760, Tres Cantos, Spain",https://avatars0.githubusercontent.com/u/7735893?v=3&s=64
43.2713821,-2.049934,,Point,209,aldatsa,760,2,Shell,"Usurbil, Gipuzkoa (EH)",https://avatars1.githubusercontent.com/u/4741986?v=3&s=64
41.387917,2.1699187,,Point,210,freecates,759,0,JavaScript,Barcelona,https://avatars1.githubusercontent.com/u/4909094?v=3&s=64
41.4433668,-0.8846827,,Point,212,jabrena,757,11,JavaScript,"Madrid, Spain",https://avatars2.githubusercontent.com/u/147263?v=3&s=64
41.4433668,-0.8846827,,Point,213,flopezag,755,2,Shell,Madrid (Spain),https://avatars2.githubusercontent.com/u/1379796?v=3&s=64
37.7616494,-3.7646191,,Point,214,fcharte,753,18,R,"Jaén, Granada, Spain",https://avatars3.githubusercontent.com/u/8365501?v=3&s=64
43.5101236,-5.8692269,,Point,215,davidmogar,753,29,CSS,"Asturias, Spain",https://avatars0.githubusercontent.com/u/1498203?v=3&s=64
41.387917,2.1699187,,Point,216,plungerman,753,0,,Barcelona,https://avatars2.githubusercontent.com/u/137031?v=3&s=64
41.387917,2.1699187,,Point,217,sennett,746,3,JavaScript,Barcelona,https://avatars3.githubusercontent.com/u/3783198?v=3&s=64
41.387917,2.1699187,,Point,218,Pafcholini,743,3,C,Barcelona,https://avatars1.githubusercontent.com/u/4403218?v=3&s=64
37.2571526,-6.9495221,,Point,219,antonio,740,21,Ruby,"Huelva, Spain",https://avatars2.githubusercontent.com/u/17516?v=3&s=64
41.6529434,-4.7283811,,Point,220,marcosgdf,738,11,PHP,"Valladolid, Spain",https://avatars2.githubusercontent.com/u/168744?v=3&s=64
41.4433668,-0.8846827,,Point,222,Manu343726,735,199,C++,"Madrid, Spain",https://avatars1.githubusercontent.com/u/1561197?v=3&s=64
37.0025184,-3.9883887,,Point,223,ivanortegaalba,732,4,CSS,"Granada, Jaén, Spain",https://avatars0.githubusercontent.com/u/5699976?v=3&s=64
41.4433668,-0.8846827,,Point,224,Xaviju,731,98,CSS,"Madrid, Valencia, Spain",https://avatars3.githubusercontent.com/u/1343702?v=3&s=64
41.4433668,-0.8846827,,Point,225,iriberri,730,3,JavaScript,Madrid,https://avatars1.githubusercontent.com/u/1730320?v=3&s=64
41.4433668,-0.8846827,,Point,226,bonigarcia,730,26,Java,Madrid,https://avatars1.githubusercontent.com/u/5413013?v=3&s=64
41.4433668,-0.8846827,,Point,227,Jsevillamol,723,9,C++,"Madrid, Spain",https://avatars3.githubusercontent.com/u/5825805?v=3&s=64
41.387917,2.1699187,,Point,229,pplu,723,63,Perl,Barcelona,https://avatars3.githubusercontent.com/u/53034?v=3&s=64
42.2313564,-8.7124471,,Point,230,saulmm,719,3036,Java,"Vigo, Spain",https://avatars2.githubusercontent.com/u/3531999?v=3&s=64
41.4433668,-0.8846827,,Point,231,dowrow,717,4,Java,Madrid,https://avatars1.githubusercontent.com/u/4643024?v=3&s=64
41.4433668,-0.8846827,,Point,236,alexfernandez,692,573,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/876570?v=3&s=64
41.4433668,-0.8846827,,Point,237,xuanxu,692,62,Ruby,"Madrid, Spain",https://avatars0.githubusercontent.com/u/6528?v=3&s=64
38.8785967,-6.9702834,,Point,238,adobo,690,185,PHP,"Badajoz, Spain",https://avatars2.githubusercontent.com/u/776565?v=3&s=64
41.387917,2.1699187,,Point,239,romartin,686,1,Java,Barcelona,https://avatars3.githubusercontent.com/u/4602417?v=3&s=64
41.4433668,-0.8846827,,Point,241,lodr,685,93,JavaScript,Madrid,https://avatars2.githubusercontent.com/u/757942?v=3&s=64
41.4433668,-0.8846827,,Point,242,carlosms,683,2,Ruby,"Madrid, Spain",https://avatars2.githubusercontent.com/u/1469173?v=3&s=64
41.387917,2.1699187,,Point,246,ruben1,673,23,JavaScript,Barcelona ☼,https://avatars0.githubusercontent.com/u/4315770?v=3&s=64
41.4433668,-0.8846827,,Point,247,ahaasler,673,10,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/1241721?v=3&s=64
41.387917,2.1699187,,Point,249,ManfredKarrer,671,8,Java,"Barcelona, Spain",https://avatars2.githubusercontent.com/u/1449498?v=3&s=64
37.0025184,-3.9883887,,Point,250,unintendedbear,667,2,Perl,"Granada, Spain",https://avatars2.githubusercontent.com/u/3061254?v=3&s=64
41.4433668,-0.8846827,,Point,251,alvatar,667,118,Scheme,"Madrid, Spain",https://avatars0.githubusercontent.com/u/191694?v=3&s=64
41.6529434,-4.7283811,,Point,252,AdrianArroyoCalle,662,43,JavaScript,"Valladolid, Spain",https://avatars1.githubusercontent.com/u/3681517?v=3&s=64
41.4433668,-0.8846827,,Point,253,csantosb,662,2,Emacs Lisp,Madrid,https://avatars1.githubusercontent.com/u/5930297?v=3&s=64
37.0025184,-3.9883887,,Point,254,JAFS6,661,0,C#,"Granada, Spain",https://avatars0.githubusercontent.com/u/6010819?v=3&s=64
41.387917,2.1699187,,Point,255,alastair,661,250,Python,Barcelona,https://avatars2.githubusercontent.com/u/19217?v=3&s=64
37.6549298,-4.8241568,,Point,256,alexsavio,661,7,Python,"San Sebastián, Spain",https://avatars0.githubusercontent.com/u/2472076?v=3&s=64
41.4433668,-0.8846827,,Point,257,dmamolina,656,3,Shell and Ruby,Madrid,https://avatars0.githubusercontent.com/u/665127?v=3&s=64
37.0025184,-3.9883887,,Point,258,andreshp,652,17,Python,"Granada, Spain",https://avatars2.githubusercontent.com/u/8548348?v=3&s=64
41.387917,2.1699187,,Point,259,carlosjoserg,648,1,C++,"Barcelona, ES ⇄ Pisa, IT",https://avatars2.githubusercontent.com/u/4049053?v=3&s=64
41.1186629,1.24533,,Point,260,2XL,647,3,HTML,Tarragona,https://avatars0.githubusercontent.com/u/5563169?v=3&s=64
41.4433668,-0.8846827,,Point,261,alfonsomga,646,0,ApacheConf,"Madrid, Spain.",https://avatars0.githubusercontent.com/u/9363272?v=3&s=64
40.9607395,-5.7465977,,Point,262,ecoal95,645,23,Makefile,"Salamanca, Spain",https://avatars2.githubusercontent.com/u/1323194?v=3&s=64
41.4433668,-0.8846827,,Point,263,yagop,645,770,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/5002453?v=3&s=64
41.5532128,0.7055162,,Point,264,sinmsinm,639,1,JavaScript,Lleida,https://avatars2.githubusercontent.com/u/1745437?v=3&s=64
41.4433668,-0.8846827,,Point,265,Jesus89,638,8,Python,Madrid (Spain),https://avatars3.githubusercontent.com/u/2227572?v=3&s=64
41.387917,2.1699187,,Point,266,salvadorgascon,637,0,C#,Barcelona,https://avatars0.githubusercontent.com/u/1319515?v=3&s=64
41.4433668,-0.8846827,,Point,268,dLobatog,633,119,Ruby,"Madrid, Spain",https://avatars1.githubusercontent.com/u/598891?v=3&s=64
