latitude,longitude,altitude,geometry,position,username,commits,stars,languages,city,avatar
41.4433668,-0.8846827,,Point,269,mvader,632,136,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/1312023?v=3&s=64
40.223488,-1.9795743,,Point,270,ctemescw,629,8,OpenSCAD,"A Coruña, Spain",https://avatars3.githubusercontent.com/u/7196387?v=3&s=64
41.387917,2.1699187,,Point,271,srvaroa,629,3,Shell,Barcelona,https://avatars3.githubusercontent.com/u/346110?v=3&s=64
38.6724072,-6.9819105,,Point,272,VGonPa,629,3,Python,Leganés (Madrid),https://avatars2.githubusercontent.com/u/769613?v=3&s=64
41.387917,2.1699187,,Point,273,PatrickHeneise,627,228,JavaScript,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/74390?v=3&s=64
41.4433668,-0.8846827,,Point,274,michael-emmi,627,4,Ruby,"Madrid, Spain",https://avatars2.githubusercontent.com/u/1457498?v=3&s=64
42.2940141,-5.5198607,,Point,275,logongas,625,23,JavaScript,"Valencia , Spain",https://avatars0.githubusercontent.com/u/1575626?v=3&s=64
41.4433668,-0.8846827,,Point,276,jframos,625,0,Python,Madrid,https://avatars1.githubusercontent.com/u/8695972?v=3&s=64
41.387917,2.1699187,,Point,277,hiromipaw,624,5,Ruby,"Barcelona, Spain",https://avatars2.githubusercontent.com/u/1177650?v=3&s=64
43.3208116,-1.9844474,,Point,278,rmhdev,623,41,PHP,Donostia,https://avatars3.githubusercontent.com/u/593433?v=3&s=64
37.0025184,-3.9883887,,Point,279,lmdiazangulo,622,0,,"Granada, Spain",https://avatars0.githubusercontent.com/u/4919398?v=3&s=64
39.5760721,-4.9624159,,Point,280,javiersantos,620,182,Java,"Seville, Spain",https://avatars2.githubusercontent.com/u/2229658?v=3&s=64
43.5101236,-5.8692269,,Point,281,bigardone,618,87,JavaScript,"Asturias, Spain",https://avatars2.githubusercontent.com/u/1090272?v=3&s=64
41.4433668,-0.8846827,,Point,282,Xatpy,615,3,JavaScript,Madrid,https://avatars2.githubusercontent.com/u/3958416?v=3&s=64
41.4433668,-0.8846827,,Point,283,jose-izquierdo,612,0,JavaScript,Madrid,https://avatars0.githubusercontent.com/u/6409652?v=3&s=64
41.4433668,-0.8846827,,Point,284,abenitoc,610,5,JavaScript,Madrid,https://avatars1.githubusercontent.com/u/1711055?v=3&s=64
41.3450901,1.6998495,,Point,285,lluis,608,28,Ruby,"Vilafranca del Penedès, Catalunya",https://avatars3.githubusercontent.com/u/72090?v=3&s=64
37.8800901,-6.6210019,,Point,286,lrlopez,605,6,PHP,Linares (Jaén),https://avatars0.githubusercontent.com/u/547387?v=3&s=64
43.2569629,-2.9234409,,Point,287,7flying,604,1,Python,Bilbao,https://avatars2.githubusercontent.com/u/5881696?v=3&s=64
41.4433668,-0.8846827,,Point,288,jbalsas,604,49,JavaScript,"Madrid, Spain",https://avatars2.githubusercontent.com/u/905006?v=3&s=64
43.5101236,-5.8692269,,Point,289,brenes,601,55,Ruby,Asturias,https://avatars2.githubusercontent.com/u/246018?v=3&s=64
41.387917,2.1699187,,Point,291,MortI2C,600,0,CSS,"Barcelona, Catalunya",https://avatars0.githubusercontent.com/u/3726370?v=3&s=64
41.4433668,-0.8846827,,Point,293,calvinpy,598,3,Python,Madrid,https://avatars3.githubusercontent.com/u/5514990?v=3&s=64
41.4433668,-0.8846827,,Point,295,carlospalacin,593,0,PHP,"Madrid, Spain",https://avatars3.githubusercontent.com/u/7494076?v=3&s=64
41.1186629,1.24533,,Point,296,ryanfox1985,592,0,Ruby,"Tarragona, Spain",https://avatars1.githubusercontent.com/u/1152728?v=3&s=64
41.4433668,-0.8846827,,Point,297,atd,592,150,Ruby,Madrid,https://avatars3.githubusercontent.com/u/26228?v=3&s=64
41.387917,2.1699187,,Point,298,josepllberral,590,0,C,Barcelona,https://avatars2.githubusercontent.com/u/7936095?v=3&s=64
28.46981,-16.2548558,,Point,300,Nazariglez,589,21,JavaScript,"Tenerife, Canary Islands",https://avatars3.githubusercontent.com/u/1929191?v=3&s=64
36.5296879,-6.2926569,,Point,301,jdesiloniz,588,0,Swift,"Cádiz, Spain",https://avatars2.githubusercontent.com/u/2835739?v=3&s=64
39.5719201,2.6165625,,Point,302,gallir,587,161,Shell,"Palma de Mallorca, Spain",https://avatars3.githubusercontent.com/u/140303?v=3&s=64
41.387917,2.1699187,,Point,303,markbain,584,1,JavaScript,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/1516105?v=3&s=64
40.3049763,-3.7326773,,Point,304,Diseinuak,583,1,JavaScript,"Getafe - Madrid, España",https://avatars0.githubusercontent.com/u/7121606?v=3&s=64
39.5760721,-4.9624159,,Point,305,Deathsbreed,582,3,Java,"Seville, Spain",https://avatars0.githubusercontent.com/u/6626993?v=3&s=64
41.4433668,-0.8846827,,Point,306,agonlucas,582,0,Python,Madrid,https://avatars1.githubusercontent.com/u/3539307?v=3&s=64
41.387917,2.1699187,,Point,307,lordofthejars,579,273,Java,Barcelona,https://avatars2.githubusercontent.com/u/1517153?v=3&s=64
42.2313564,-8.7124471,,Point,308,jjelosua,576,6,Python,"Vigo, Spain",https://avatars1.githubusercontent.com/u/1834051?v=3&s=64
41.4433668,-0.8846827,,Point,310,carlosazaustre,575,490,JavaScript,"Madrid, Spain",https://avatars0.githubusercontent.com/u/650752?v=3&s=64
41.4433668,-0.8846827,,Point,311,gonthalo,574,6,JavaScript,"Madrid, Spain",https://avatars3.githubusercontent.com/u/5852184?v=3&s=64
41.387917,2.1699187,,Point,312,Pinkii-,572,3,C++,"Barcelona, Ibiza",https://avatars2.githubusercontent.com/u/4028884?v=3&s=64
42.2940141,-5.5198607,,Point,313,soywiz,572,549,Shell,"Spain, Valencia",https://avatars1.githubusercontent.com/u/570848?v=3&s=64
41.387917,2.1699187,,Point,314,adrian-rosello,569,2,Java,Barcelona,https://avatars2.githubusercontent.com/u/1423469?v=3&s=64
41.387917,2.1699187,,Point,315,beeman,568,698,JavaScript,"Barcelona, Spain",https://avatars1.githubusercontent.com/u/36491?v=3&s=64
41.387917,2.1699187,,Point,316,emi80,568,2,CSS,Barcelona,https://avatars3.githubusercontent.com/u/2760700?v=3&s=64
41.387917,2.1699187,,Point,317,unamaria,568,0,HTML,Austin / Barcelona,https://avatars1.githubusercontent.com/u/8292440?v=3&s=64
43.5452608,-5.6619264,,Point,318,lmenezes,567,970,JavaScript,"Gijón, Spain",https://avatars1.githubusercontent.com/u/750074?v=3&s=64
43.4609602,-3.8079336,,Point,319,fernandezcuesta,565,0,Python,"Santander, ES",https://avatars3.githubusercontent.com/u/7312236?v=3&s=64
41.4433668,-0.8846827,,Point,320,geonexus,565,0,Python,Madrid,https://avatars2.githubusercontent.com/u/7373366?v=3&s=64
41.387917,2.1699187,,Point,321,rpau,564,88,Java,Barcelona,https://avatars0.githubusercontent.com/u/1483433?v=3&s=64
41.4433668,-0.8846827,,Point,322,gorco,564,0,JavaScript,Madrid - Spain,https://avatars1.githubusercontent.com/u/5657407?v=3&s=64
41.4433668,-0.8846827,,Point,323,albertov,563,3,Haskell,Madrid,https://avatars0.githubusercontent.com/u/865291?v=3&s=64
41.4433668,-0.8846827,,Point,324,gtorodelvalle,556,10,JavaScript,"Madrid, Spain",https://avatars3.githubusercontent.com/u/667284?v=3&s=64
43.5101236,-5.8692269,,Point,325,labra,555,30,Scala,Asturias,https://avatars1.githubusercontent.com/u/308369?v=3&s=64
41.387917,2.1699187,,Point,326,lluisgerard,555,9,Objective-C,"Mataro, Barcelona",https://avatars2.githubusercontent.com/u/1152968?v=3&s=64
41.4433668,-0.8846827,,Point,328,josegom,552,2,Java,Madrid,https://avatars1.githubusercontent.com/u/1228543?v=3&s=64
41.387917,2.1699187,,Point,329,rubiojr,541,464,Ruby,"Barcelona, Spain",https://avatars1.githubusercontent.com/u/10998?v=3&s=64
37.0025184,-3.9883887,,Point,330,potray,540,0,JavaScript,"Granada, Spain",https://avatars2.githubusercontent.com/u/5851516?v=3&s=64
41.4433668,-0.8846827,,Point,331,chiquitinxx,540,118,Groovy,Madrid,https://avatars0.githubusercontent.com/u/879681?v=3&s=64
41.4433668,-0.8846827,,Point,332,gserranojc,540,1,Java,Madrid,https://avatars2.githubusercontent.com/u/8297897?v=3&s=64
41.387917,2.1699187,,Point,335,rubencaro,539,57,Ruby,Barcelona,https://avatars1.githubusercontent.com/u/472823?v=3&s=64
36.5296879,-6.2926569,,Point,336,javipacheco,538,93,Java,"Cádiz, Spain",https://avatars1.githubusercontent.com/u/456025?v=3&s=64
37.0025184,-3.9883887,,Point,337,acanas,536,15,Makefile,"Granada, Spain",https://avatars0.githubusercontent.com/u/9986986?v=3&s=64
41.4433668,-0.8846827,,Point,338,muit,535,108,JavaScript,"Madrid, España",https://avatars3.githubusercontent.com/u/3672970?v=3&s=64
41.4433668,-0.8846827,,Point,339,MariadeAnton,535,8,C++,"Madrid, Spain",https://avatars0.githubusercontent.com/u/3729517?v=3&s=64
37.0025184,-3.9883887,,Point,342,julioxus,532,7,Shell,"Granada, Spain",https://avatars2.githubusercontent.com/u/8873234?v=3&s=64
41.4433668,-0.8846827,,Point,343,alejandrofcarrera,531,18,Objective-C,"Madrid, Spain",https://avatars2.githubusercontent.com/u/2384152?v=3&s=64
28.46981,-16.2548558,,Point,346,SCeruso,530,0,Java,Santa Cruz de Tenerife,https://avatars0.githubusercontent.com/u/6556479?v=3&s=64
41.6562873,-0.8765379,,Point,347,scambra,528,116,Ruby,"Zaragoza, Spain",https://avatars2.githubusercontent.com/u/20515?v=3&s=64
41.4433668,-0.8846827,,Point,348,olmobrutall,528,0,C#,Madrid (Spain),https://avatars3.githubusercontent.com/u/720953?v=3&s=64
43.3581578,-5.5059771,,Point,350,stronk7,528,25,PHP,"Navarrete, La Rioja, Spain",https://avatars0.githubusercontent.com/u/167147?v=3&s=64
41.387917,2.1699187,,Point,351,mikz,527,154,Ruby,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/154571?v=3&s=64
41.6562873,-0.8765379,,Point,352,jburguete,526,4,C,"Zaragoza, Spain",https://avatars0.githubusercontent.com/u/1690277?v=3&s=64
41.1186629,1.24533,,Point,353,erikrk,522,0,CMake,"Tarragona, Spain",https://avatars2.githubusercontent.com/u/10605330?v=3&s=64
41.387917,2.1699187,,Point,354,NadirZenith,520,0,JavaScript,Barcelona,https://avatars0.githubusercontent.com/u/5464337?v=3&s=64
42.2940141,-5.5198607,,Point,355,marcelkalveram,520,23,PHP,Valencia,https://avatars0.githubusercontent.com/u/461160?v=3&s=64
37.0025184,-3.9883887,,Point,356,bott17,519,1,Java,"Granada, España",https://avatars1.githubusercontent.com/u/6839099?v=3&s=64
37.0025184,-3.9883887,,Point,357,juanAFernandez,519,0,Shell,Granada,https://avatars1.githubusercontent.com/u/5589299?v=3&s=64
41.387917,2.1699187,,Point,358,toniginard,516,0,PHP,Barcelona,https://avatars1.githubusercontent.com/u/1027378?v=3&s=64
41.4433668,-0.8846827,,Point,359,gregoriorobles,515,1,Python,Madrid (Spain),https://avatars2.githubusercontent.com/u/842692?v=3&s=64
41.387917,2.1699187,,Point,360,xaviml,514,7,Java,Barcelona,https://avatars1.githubusercontent.com/u/397643?v=3&s=400
40.4166909,-3.7003454,,Point,361,danielo515,514,14,JavaScript,Madrid Spain,https://avatars2.githubusercontent.com/u/2270425?v=3&s=64
41.6529434,-4.7283811,,Point,362,ethervoid,513,9,Java,"Valladolid , Madrid, Spain",https://avatars2.githubusercontent.com/u/741240?v=3&s=64
36.8401638,-2.4679217,,Point,363,germaaan,513,7,CSS,"Granada / Almería (Andalucía), Spain",https://avatars1.githubusercontent.com/u/5518719?v=3&s=64
41.387917,2.1699187,,Point,364,victorcoder,513,657,Go,Barcelona,https://avatars2.githubusercontent.com/u/47026?v=3&s=64
41.4433668,-0.8846827,,Point,365,jcollado,511,10,JavaScript,Madrid (Spain),https://avatars3.githubusercontent.com/u/43780?v=3&s=64
40.4166909,-3.7003454,,Point,366,saleiva,511,98,JavaScript,Madrid and NYC,https://avatars0.githubusercontent.com/u/132149?v=3&s=64
36.5296879,-6.2926569,,Point,367,JoseTomasTocino,510,30,JavaScript,"Cádiz, Spain",https://avatars3.githubusercontent.com/u/648833?v=3&s=64
41.387917,2.1699187,,Point,368,nacx,509,20,Java,Barcelona,https://avatars2.githubusercontent.com/u/446705?v=3&s=64
41.387917,2.1699187,,Point,369,edugrasa,509,1,Shell,Barcelona,https://avatars2.githubusercontent.com/u/325005?v=3&s=64
37.8833504,-1.140374,,Point,370,kusor,508,71,JavaScript,Murcia (Spain),https://avatars1.githubusercontent.com/u/13474?v=3&s=64
41.7251751,1.8233527,,Point,371,bloodbare,508,7,JavaScript,"Manresa, Catalunya",https://avatars2.githubusercontent.com/u/486913?v=3&s=64
37.0025184,-3.9883887,,Point,372,julian-garrido,506,1,Java,Granada (Spain),https://avatars2.githubusercontent.com/u/1721093?v=3&s=64
41.4433668,-0.8846827,,Point,373,gonzaloruizdevilla,504,121,JavaScript,"Madrid, Spain",https://avatars0.githubusercontent.com/u/9501?v=3&s=64
41.4433668,-0.8846827,,Point,374,crodrigoturner,504,0,CSS,Madrid (Spain),https://avatars2.githubusercontent.com/u/3899739?v=3&s=64
41.6529434,-4.7283811,,Point,375,ggdiez,503,0,,Valladolid,https://avatars1.githubusercontent.com/u/2051473?v=3&s=64
37.675267,-1.6975995,,Point,376,carmichaelalonso,503,1,C#,"Mallorca, Spain",https://avatars0.githubusercontent.com/u/4891252?v=3&s=64
43.3581578,-5.5059771,,Point,377,jgoizueta,502,78,Ruby,Tudela (Navarra) - SPAIN,https://avatars3.githubusercontent.com/u/5909?v=3&s=64
43.3602994,-5.844781,,Point,378,sergioalvz,501,0,JavaScript,"Oviedo, Spain",https://avatars2.githubusercontent.com/u/3042654?v=3&s=64
40.2969929,-1.4067647,,Point,379,rauldiazpoblete,501,1,,"Cuenca, España",https://avatars1.githubusercontent.com/u/1359792?v=3&s=64
41.387917,2.1699187,,Point,380,duarten,500,17,Shell,Barcelona,https://avatars2.githubusercontent.com/u/501746?v=3&s=64
41.387917,2.1699187,,Point,381,xavier-fernandez,499,1,Java,"Barcelona, Spain",https://avatars1.githubusercontent.com/u/10242025?v=3&s=64
41.4433668,-0.8846827,,Point,382,salva,499,160,Perl,"Madrid, Spain",https://avatars2.githubusercontent.com/u/84854?v=3&s=64
37.0025184,-3.9883887,,Point,383,ernestoalejo,499,74,JavaScript,"Granada, Spain",https://avatars3.githubusercontent.com/u/961966?v=3&s=64
41.4433668,-0.8846827,,Point,384,borja,497,12,JavaScript,Madrid (Spain),https://avatars1.githubusercontent.com/u/1651318?v=3&s=64
37.0025184,-3.9883887,,Point,385,victordiaz,495,30,Java,Granada (Spain),https://avatars2.githubusercontent.com/u/422387?v=3&s=64
37.0025184,-3.9883887,,Point,386,angeljcc,494,0,JavaScript,Granada (Spain),https://avatars2.githubusercontent.com/u/6865938?v=3&s=64
41.4433668,-0.8846827,,Point,387,abdonrd,494,8,HTML,"Madrid, Madrid, Spain",https://avatars0.githubusercontent.com/u/1007051?v=3&s=64
37.0025184,-3.9883887,,Point,388,algui91,494,15,Shell,"Granada, España",https://avatars2.githubusercontent.com/u/394797?v=3&s=64
41.387917,2.1699187,,Point,390,kaitokidi,493,9,C++,Barcelona,https://avatars0.githubusercontent.com/u/3856775?v=3&s=64
39.5760721,-4.9624159,,Point,391,pitbulk,493,35,PHP,Seville,https://avatars1.githubusercontent.com/u/600897?v=3&s=64
43.4609602,-3.8079336,,Point,392,piedraj,492,2,C++,Santander,https://avatars0.githubusercontent.com/u/2972752?v=3&s=64
42.2940141,-5.5198607,,Point,393,jomargo,492,0,Ruby,Valencia,https://avatars1.githubusercontent.com/u/5122409?v=3&s=64
41.387917,2.1699187,,Point,395,PauCodina,490,0,CSS,Barcelona,https://avatars2.githubusercontent.com/u/85646?v=3&s=400
42.2940141,-5.5198607,,Point,397,fsquillace,489,292,Shell,"Valencia, Spain",https://avatars3.githubusercontent.com/u/1221843?v=3&s=64
41.387917,2.1699187,,Point,398,SMV818VMS,489,2,Python,"Barcelona, Spain",https://avatars1.githubusercontent.com/u/9431967?v=3&s=64
37.7616494,-3.7646191,,Point,402,Moliholy,486,4,Java,"Jaén, Spain",https://avatars2.githubusercontent.com/u/2722756?v=3&s=64
42.2313564,-8.7124471,,Point,403,fpuga,485,4,Python,Vigo. Spain,https://avatars0.githubusercontent.com/u/932124?v=3&s=64
41.387917,2.1699187,,Point,405,jbatalle,484,0,JavaScript,Barcelona,https://avatars2.githubusercontent.com/u/3229230?v=3&s=64
41.4433668,-0.8846827,,Point,406,lekum,482,8,Python,"Madrid, Spain",https://avatars2.githubusercontent.com/u/2630720?v=3&s=64
43.3208116,-1.9844474,,Point,407,ragerri,482,2,Java,Donostia-San Sebastian,https://avatars3.githubusercontent.com/u/419327?v=3&s=64
41.387917,2.1699187,,Point,408,albarralnunez,481,1,Python,Barcelona,https://avatars1.githubusercontent.com/u/3451448?v=3&s=64
37.4850307,-2.2950183,,Point,409,Achifaifa,480,8,Python,"Vitoria, Spain",https://avatars1.githubusercontent.com/u/5968349?v=3&s=64
37.8847267,-4.7791517,,Point,410,bladecoder,480,40,Shell,"Córdoba, Spain",https://avatars2.githubusercontent.com/u/6229260?v=3&s=64
41.4433668,-0.8846827,,Point,411,Juanlu001,479,13,Python,"Madrid, Spain",https://avatars1.githubusercontent.com/u/316517?v=3&s=64
41.4433668,-0.8846827,,Point,412,danirod,478,34,Java,"Madrid, Spain",https://avatars2.githubusercontent.com/u/1568690?v=3&s=64
41.387917,2.1699187,,Point,413,iariasleon,477,0,Python and Cucumber,Barcelona,https://avatars3.githubusercontent.com/u/4330098?v=3&s=64
43.2569629,-2.9234409,,Point,414,edlectrico,476,6,Java,Bilbao (Spain),https://avatars1.githubusercontent.com/u/2284121?v=3&s=64
41.387917,2.1699187,,Point,415,lbergesio,475,1,C,Barcelona,https://avatars3.githubusercontent.com/u/1797884?v=3&s=64
37.0025184,-3.9883887,,Point,417,renatolrr,473,9,CSS,Granada,https://avatars1.githubusercontent.com/u/4101274?v=3&s=64
38.9860963,-3.9272629,,Point,418,magmax,471,91,Python,Ciudad Real,https://avatars0.githubusercontent.com/u/584026?v=3&s=64
41.4433668,-0.8846827,,Point,419,Joimer,471,16,JavaScript,"Madrid, Spain",https://avatars3.githubusercontent.com/u/3244216?v=3&s=64
41.4433668,-0.8846827,,Point,420,decabeza,470,1,Ruby,Madrid,https://avatars2.githubusercontent.com/u/631897?v=3&s=64
41.4433668,-0.8846827,,Point,423,furilo,470,0,JavaScript,"Madrid, Spain",https://avatars0.githubusercontent.com/u/24740?v=3&s=64
41.387917,2.1699187,,Point,424,tamarart,470,0,HTML,Barcelona,https://avatars1.githubusercontent.com/u/10895578?v=3&s=64
41.4433668,-0.8846827,,Point,425,skotperez,468,7,PHP,"Pirineos , Madrid",https://avatars1.githubusercontent.com/u/1873089?v=3&s=64
41.387917,2.1699187,,Point,426,jondeandres,468,16,Ruby,Barcelona,https://avatars2.githubusercontent.com/u/122581?v=3&s=64
41.4433668,-0.8846827,,Point,427,jeslopalo,467,0,Shell,"Madrid, Spain",https://avatars1.githubusercontent.com/u/824904?v=3&s=64
41.4433668,-0.8846827,,Point,428,irenesanznieto,467,4,C++,Madrid,https://avatars1.githubusercontent.com/u/3091487?v=3&s=64
38.34521,-0.4809945,,Point,429,SametSisartenep,466,10,JavaScript,"Alicante, Spain",https://avatars1.githubusercontent.com/u/6894991?v=3&s=64
41.6562873,-0.8765379,,Point,431,sixstone-qq,465,0,Python,Zaragoza,https://avatars0.githubusercontent.com/u/440508?v=3&s=64
36.7196484,-4.4200163,,Point,433,LuisJoseSanchez,464,9,CSS,Málaga (Spain),https://avatars0.githubusercontent.com/u/840797?v=3&s=64
41.4433668,-0.8846827,,Point,434,lucasponce,462,13,Java,Madrid,https://avatars3.githubusercontent.com/u/1662329?v=3&s=64
41.387917,2.1699187,,Point,435,CKGrafico,462,161,JavaScript,Barcelona,https://avatars1.githubusercontent.com/u/2048511?v=3&s=64
41.6562873,-0.8765379,,Point,436,jacalvo,461,1,Shell,"Zaragoza, Spain",https://avatars2.githubusercontent.com/u/491695?v=3&s=64
41.4433668,-0.8846827,,Point,437,alcortesm,461,2,Shell,"Madrid, Spain",https://avatars2.githubusercontent.com/u/9169414?v=3&s=64
42.2940141,-5.5198607,,Point,438,aacuevas,459,0,C,"Valencia, Spain",https://avatars1.githubusercontent.com/u/1830303?v=3&s=64
41.4433668,-0.8846827,,Point,440,mcjimenez,455,0,JavaScript,Madrid,https://avatars0.githubusercontent.com/u/2324031?v=3&s=64
42.2940141,-5.5198607,,Point,441,alrocar,455,38,JavaScript,"Valencia, Spain",https://avatars1.githubusercontent.com/u/623650?v=3&s=64
41.4433668,-0.8846827,,Point,442,csierra,455,3,Java,"Madrid, Spain",https://avatars1.githubusercontent.com/u/1736804?v=3&s=64
41.4433668,-0.8846827,,Point,443,yebenes,454,1,Ruby,Madrid,https://avatars2.githubusercontent.com/u/1112888?v=3&s=64
37.0025184,-3.9883887,,Point,445,pbaeyens,453,3,Haskell,"Granada, Spain",https://avatars3.githubusercontent.com/u/5502710?v=3&s=64
41.4433668,-0.8846827,,Point,446,pebs74,453,0,,"Madrid, Spain",https://avatars1.githubusercontent.com/u/4729738?v=3&s=64
41.4433668,-0.8846827,,Point,447,slok,453,186,Python,Madrid,https://avatars1.githubusercontent.com/u/128204?v=3&s=64
37.0025184,-3.9883887,,Point,448,vterron,452,72,Python,"Granada, Spain",https://avatars2.githubusercontent.com/u/1575425?v=3&s=64
41.4433668,-0.8846827,,Point,450,ferreiro,450,19,JavaScript,Madrid,https://avatars0.githubusercontent.com/u/7242959?v=3&s=64
41.387917,2.1699187,,Point,451,slluis,450,40,C#,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/260349?v=3&s=64
37.3892038,-5.9081615,,Point,452,Virako,449,10,Python,Sevilla,https://avatars0.githubusercontent.com/u/815686?v=3&s=64
41.4433668,-0.8846827,,Point,453,SuperJMN,448,48,C#,"Madrid, Spain",https://avatars3.githubusercontent.com/u/3109851?v=3&s=64
38.34521,-0.4809945,,Point,454,wigsyboy,447,0,Java,"Alicante, Spain",https://avatars2.githubusercontent.com/u/5941574?v=3&s=64
42.3146032,3.1143682,,Point,455,caiomsouza,445,1,Python,Madrid / São Paulo,https://avatars2.githubusercontent.com/u/494303?v=3&s=64
41.6529434,-4.7283811,,Point,456,enrmarc,444,57,JavaScript,"Valladolid, Spain",https://avatars1.githubusercontent.com/u/408183?v=3&s=64
41.6562873,-0.8765379,,Point,457,jkerihuel,442,2,Shell,Zaragoza,https://avatars0.githubusercontent.com/u/3603061?v=3&s=64
41.4433668,-0.8846827,,Point,458,numeroteca,442,51,CSS,madrid-boston,https://avatars3.githubusercontent.com/u/1223722?v=3&s=64
41.4433668,-0.8846827,,Point,459,albertinisg,441,0,Python,Madrid,https://avatars2.githubusercontent.com/u/8257425?v=3&s=64
41.387917,2.1699187,,Point,460,carlbutron,440,66,Objective-C,Barcelona,https://avatars2.githubusercontent.com/u/8502419?v=3&s=64
28.46981,-16.2548558,,Point,463,axelhzf,437,58,JavaScript,"Tenerife, Spain",https://avatars1.githubusercontent.com/u/175627?v=3&s=64
37.0025184,-3.9883887,,Point,464,fblupi,437,1,JavaScript,Granada (Spain),https://avatars1.githubusercontent.com/u/6973564?v=3&s=64
41.4433668,-0.8846827,,Point,465,dburgos,436,7,JavaScript,"Madrid, Spain",https://avatars1.githubusercontent.com/u/1589874?v=3&s=64
37.0025184,-3.9883887,,Point,466,fergunet,435,12,Shell,Granada,https://avatars2.githubusercontent.com/u/3056690?v=3&s=64
41.4433668,-0.8846827,,Point,467,islomar,435,3,Java,Madrid,https://avatars2.githubusercontent.com/u/966013?v=3&s=64
37.0025184,-3.9883887,,Point,468,franexposito,435,1,CSS,"Granada, Spain",https://avatars1.githubusercontent.com/u/8874922?v=3&s=64
42.3400086,-7.8646408,,Point,469,Reimashi,435,0,C#,"Ourense, Spain",https://avatars0.githubusercontent.com/u/5956659?v=3&s=64
42.2940141,-5.5198607,,Point,470,d2bit,435,0,Ruby,Valencia,https://avatars2.githubusercontent.com/u/4805832?v=3&s=64
41.387917,2.1699187,,Point,471,ivmartel,434,194,JavaScript,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/398905?v=3&s=64
41.6562873,-0.8765379,,Point,474,francho,433,45,JavaScript,Zaragoza,https://avatars3.githubusercontent.com/u/585421?v=3&s=64
37.2571526,-6.9495221,,Point,475,Neniah,432,0,CSS,"Huelva, Spain",https://avatars0.githubusercontent.com/u/1144759?v=3&s=64
41.387917,2.1699187,,Point,476,jmeler,430,0,JavaScript,Barcelona,https://avatars1.githubusercontent.com/u/5380649?v=3&s=64
43.1866423,-2.5026072,,Point,477,txuki2005,429,4,Makefile,Ermua-Vasque Country-Spain,https://avatars2.githubusercontent.com/u/12988083?v=3&s=64
41.387917,2.1699187,,Point,478,jordimas,428,0,Python,Barcelona,https://avatars1.githubusercontent.com/u/309265?v=3&s=64
40.4166909,-3.7003454,,Point,479,cblanco,428,0,,UPM madrid,https://avatars2.githubusercontent.com/u/3510628?v=3&s=64
41.387917,2.1699187,,Point,480,cokoso,427,0,,"Barcelona, Spain",https://avatars2.githubusercontent.com/u/6398326?v=3&s=64
41.4433668,-0.8846827,,Point,481,JesusMtnez,427,1,Emacs Lisp,Madrid,https://avatars3.githubusercontent.com/u/8639179?v=3&s=64
37.3892038,-5.9081615,,Point,482,fedefernandez,426,71,Java,"Sevilla, Spain",https://avatars0.githubusercontent.com/u/720923?v=3&s=64
37.8833504,-1.140374,,Point,483,mmanzano,425,3,JavaScript,"Murcia, España",https://avatars3.githubusercontent.com/u/1055699?v=3&s=64
37.1764874,-3.5979291,,Point,484,pacastillo,425,4,Java,"Granada (Andalucía, Spain)",https://avatars3.githubusercontent.com/u/2456?v=3&s=64
41.387917,2.1699187,,Point,485,opsb,424,170,Ruby,Barcelona,https://avatars2.githubusercontent.com/u/46232?v=3&s=64
42.2940141,-5.5198607,,Point,486,pilarargudo,423,0,CSS,Valencia,https://avatars0.githubusercontent.com/u/4609931?v=3&s=64
41.387917,2.1699187,,Point,487,fransua,422,9,Python,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/106498?v=3&s=64
41.387917,2.1699187,,Point,488,oscar-raig,421,3,Java,"Barcelona, Catalonia",https://avatars3.githubusercontent.com/u/537656?v=3&s=64
41.6529434,-4.7283811,,Point,489,chemaper,421,0,Python,"Valladolid, Spain.",https://avatars0.githubusercontent.com/u/8962900?v=3&s=64
41.4433668,-0.8846827,,Point,490,elgambitero,420,1,Python,"Madrid, Spain",https://avatars1.githubusercontent.com/u/2140459?v=3&s=64
37.8847267,-4.7791517,,Point,491,brianstorti,419,129,Ruby,"Córdoba, Spain",https://avatars0.githubusercontent.com/u/183363?v=3&s=64
37.0025184,-3.9883887,,Point,492,Makova,418,7,Shell,"Granada, Spain",https://avatars3.githubusercontent.com/u/3070918?v=3&s=64
41.4433668,-0.8846827,,Point,494,DeicPro,417,0,Shell,"Madrid, Spain",https://avatars0.githubusercontent.com/u/12710770?v=3&s=64
41.387917,2.1699187,,Point,495,griba2001,416,1,Haskell,Tiana (near Barcelona) Catalonia - Spain,https://avatars0.githubusercontent.com/u/3755863?v=3&s=64
41.4433668,-0.8846827,,Point,496,JorgeCastilloPrz,415,1937,Java,Madrid,https://avatars1.githubusercontent.com/u/6547526?v=3&s=64
41.387917,2.1699187,,Point,497,elboletaire,415,114,PHP,"Barcelona, Spain",https://avatars3.githubusercontent.com/u/153305?v=3&s=64
